token_id,image_filename,metadata_filename,series,rarity,base_template,material_pattern,damage,prop_1,prop_2,stamp,handwritten,overlay,legendary_accent,combination_fingerprint,image_sha256,metadata_sha256,approval_status,notes
55,NRA_0055.png,NRA_0055.json,Night Owl Video,Common,B02_VAR_07,,DMG_FOLD_02,,,STAMP_CHECKED_OUT,NOTE_RETURNED_EMPTY,OVERLAY_DUST_01,,96113ed149123edefcc259098b021e6b0e1b5bbb181c9983857a9509ac8e4a91,6a667e420f275db060506230297f44e3030624d00addc4c2379c07b6e2e7e840,df55e333702cbcb46a4fea9b46b4c79b9b6dcf71f9d18f45ba66f8345e0d5edf,approved,Manually approved 333 production stress batch.
56,NRA_0056.png,NRA_0056.json,Token Pawn,Common,B03_VAR_01,,DMG_CORNER_CURL_01,,,STAMP_CLAIM_CLOSED,NOTE_CLAIM_BY_5,OVERLAY_DUST_01,,d12ee85f1b83a4bf46e8e0f67c9fef2d1d9651103d6b6503fe060f985deaab22,b2166910faa3a495eefdc98336f8fafa052fae63cf0d0b6722756218f3cb3bcd,ede89438f1bf37464018bd0060a043084d4124d895431c772f6578d672632706,approved,Manually approved 333 production stress batch.
57,NRA_0057.png,NRA_0057.json,Sunset Mart,Common,B07_VAR_01,,DMG_THERMAL_FADE_01,,,STAMP_CLOSED,NOTE_512PM,OVERLAY_FILM_GRAIN_01,,2cf85dbea0969124c3044a0c392d807bd855f8b2c69c7518f03c9e8dd417f808,0100cec5750ce9b8e46479ca50daabc77607cd543fde6d1b9db77408867cbf69,353d2327e028829a8c03f4d259280a6ce267c33028e9748cbffc82bbf7e80aab,approved,Manually approved 333 production stress batch.
58,NRA_0058.png,NRA_0058.json,Side B Records,Common,B06_VAR_10,,DMG_FOLD_02,,,STAMP_STORE_CREDIT,NOTE_TRACK_07,OVERLAY_FADED_INK_01,,99d497822cdd62f03c588185fb631f964b1097ab9933422326be426ee9d91552,1a57d03b8e017ee44840e90bdcc00a02ccfb52d3b8dc8496af33af83e4d5a36a,c122273a676f68ebb05be0e9191865084def9e7e3d36724d39001cf50e3b726f,approved,Manually approved 333 production stress batch.
59,NRA_0059.png,NRA_0059.json,Token Pawn,Common,B01_VAR_07,,DMG_FOLD_02,,,STAMP_CLAIM_CLOSED,NOTE_UNCLAIMED,OVERLAY_FILM_GRAIN_02,,edf3eee0a1c55f0acc6ec663a9f3e8b93e2dcae94a5605cadf4c6c0d943de742,48f4873c1e506edca32aab89d2d944911790f04810904ed2a182147814e47f06,ba8e1fce617cf9a0f0ffd08eb96c5f929794eb63657f63d7f61eab14385c07d9,approved,Manually approved 333 production stress batch.
60,NRA_0060.png,NRA_0060.json,Lucky 8 Gas & Motel,Common,B02_VAR_07,,DMG_EDGE_WEAR_02,,,STAMP_ROOM_PAID,NOTE_1138PM,OVERLAY_SOFT_VIGNETTE_01,,df11ee6e49d8a96f156f4bc012a682be5191b3987eec2c12d8c27a81ecba542f,b39abcb86e4c2ace29a7bdd09fad1545a73039cfb5d3284965bf2835b820d4cf,c5fa7a2059bdd24c62d63ee2dfad493431895a6dc952f80d015fcfec18967824,approved,Manually approved 333 production stress batch.
61,NRA_0061.png,NRA_0061.json,Night Owl Video,Common,B02_VAR_04,,DMG_SCAN_NOISE_01,,,STAMP_DO_NOT_OPEN,NOTE_TAPE_12,OVERLAY_FILM_GRAIN_02,,cd08618df4a347069185b7573026ce31fea8bfbbd3175e240c780f218b878675,503d35d5805bb2f111a8450b7d87e2b04bb161c04b1472253c5175ba240d0aff,d6d432197a4ae1f512d0aa4199fdcd9c2bfd4015e581ea8d16444c9045e23b32,approved,Manually approved 333 production stress batch.
62,NRA_0062.png,NRA_0062.json,Night Owl Video,Common,B05_VAR_03,,DMG_EDGE_WEAR_02,,,STAMP_DO_NOT_OPEN,NOTE_REWIND,OVERLAY_FILM_GRAIN_01,,877161f8ef4f7a42fa5cdd936bc79154089414d79b3820d0512c5cc1c4772a0a,6d79294568cc85d2aafca6e39635c5c08d9e0faeb959833d997c94553a03a597,4df16746e0aa03d8c790d7e4594830a3c4a34e391a8853dcf4cd670e14179a85,approved,Manually approved 333 production stress batch.
63,NRA_0063.png,NRA_0063.json,Night Owl Video,Common,B02_VAR_07,,DMG_SCAN_NOISE_01,,,STAMP_DO_NOT_OPEN,NOTE_TAPE_12,OVERLAY_FADED_INK_01,,35efa0fdb2842f1942fd02caff7a3fb08aa9045add48471623eec41fefadb00f,591cb29c7b590e16b87e3f2519f918e6dcc9e87a4e620db6f85e38ef63c0860a,6450f1a7775486d763b089d1657958f6d43a49935c60db8db093cb03377fcdbb,approved,Manually approved 333 production stress batch.
64,NRA_0064.png,NRA_0064.json,Night Owl Video,Common,B05_VAR_03,,DMG_FOLD_03,,,STAMP_NO_REFUNDS,NOTE_TAPE_12,OVERLAY_FILM_GRAIN_01,,0bc7a5bf1824609810593eea86d94f20ed53795095929fb665b0a4989355fad9,bce56b9af5bcbf72d3f71f6953b6ed38fb8dc505bccd2d5c744d9b25bf04508b,ea3b51c02aeeff6151242e2ab40f4a0178386c8ee58b88f62c2d636deed806f5,approved,Manually approved 333 production stress batch.
65,NRA_0065.png,NRA_0065.json,Lucky 8 Gas & Motel,Common,B02_VAR_05,,DMG_FOLD_01,,,STAMP_ROOM_PAID,NOTE_NO_VACANCY,OVERLAY_SCAN_NOISE_02,,c2d69aad87ce75b94ea35f573b83e35b50dfe16e9685aed30481cf8f166c7b5b,9b43e44dcbb6d4ced2bc1a303bfb558aa44527cb9d8a099d06750e43d4e8ac8a,b75505ff6f5e3b71f2a9fbe23ce50d5e74f2243c1ffb609068896deedffb9d42,approved,Manually approved 333 production stress batch.
66,NRA_0066.png,NRA_0066.json,Night Owl Video,Common,B05_VAR_03,,DMG_THERMAL_FADE_01,,,STAMP_DO_NOT_OPEN,NOTE_TAPE_12,OVERLAY_SCAN_NOISE_02,,c7ec71d72c30bca65ae26879926276b950c6c12cbdde19f5b686eacae7d66db1,cc91f86a9f36e2d4cf72ab18e9dc1192553f4f09e09ceb2161470f3b5420d25a,18c753f4f22700773c54fa7f3165210df49c23539f874b65e7d0e9770917d146,approved,Manually approved 333 production stress batch.
67,NRA_0067.png,NRA_0067.json,Night Owl Video,Common,B02_VAR_07,,DMG_SCAN_NOISE_01,,,STAMP_NO_REFUNDS,NOTE_LATE_FEE,OVERLAY_SCAN_NOISE_02,,729a4e6fcd44cb3c40d96096f4a9b95aa6adc505428b9b27e52cd43a037954aa,3cdf5746052572480ee9b025fbfc1f21704a1a6cdb76195869ee004de40c1d8e,42bfc826e9f3488238a7cdad7a73b05e84dc46ee74e91b86e3505482e3743da4,approved,Manually approved 333 production stress batch.
68,NRA_0068.png,NRA_0068.json,Midnight Diner,Common,B03_VAR_05,,DMG_CORNER_CURL_01,,,STAMP_LAST_ORDER,NOTE_1138PM,OVERLAY_FILM_GRAIN_02,,2c8329964d788d8ab9d296fe2346d3cb21f1031ab20f8ab6be34129869d6c03c,9144df116f0093a2888f83bc6cec66ad57ecd1ed5d492a168ce16d9c64401f81,f90890bfdf788f9344f0995fe805af7fb4731d468b6088be1e0a4ae659e7eafb,approved,Manually approved 333 production stress batch.
69,NRA_0069.png,NRA_0069.json,Lucky 8 Gas & Motel,Common,B06_VAR_02,,DMG_WATER_STAIN_02,,,STAMP_PAID_CASH,NOTE_NO_VACANCY,OVERLAY_SOFT_VIGNETTE_01,,52c8acf1b6cb59666716735bd29bf2b00ddc2e541b17bba04c3397e44e67e7cc,c2efc56b903b0d45f76efa5a7ea619f7d19d63df79baf976f7c0e34884121a13,08e46bea2227dd44c9cfc753ebb852f47e8ab12ea38bf7801ffed7d4de58fadc,approved,Manually approved 333 production stress batch.
70,NRA_0070.png,NRA_0070.json,Midnight Diner,Common,B01_VAR_04,,DMG_CORNER_CURL_01,,,STAMP_CLOSED,NOTE_BOOTH_4,OVERLAY_FADED_INK_01,,c18680721065368734381ee54560e825dedf3697fa447b4e2da7e423cf5b4d2b,eb404bae6ebc178ee5d0cf764a6622157bba1282dc12713ee9e7bb15b7eb454c,799c45711b861fda261cf1a224682271285aa9e3c0c745fd2c25d1f68ee9fad6,approved,Manually approved 333 production stress batch.
71,NRA_0071.png,NRA_0071.json,Side B Records,Common,B01_VAR_07,,DMG_EDGE_WEAR_01,,,STAMP_STORE_CREDIT,NOTE_TRACK_07,OVERLAY_DUST_02,,195f45a5f060cb8929baeef26adb33115a1c96d1348f248ef6172b743b7c8568,8007a6ab9dfadd41b6a93cba80cbb2fbfbc4a3f67993fd76d06d3edf52179c2f,122fc33acaabc86ff5e301d0c0f56bf343f75a6b23ada99945b37ee1dd0c1ad0,approved,Manually approved 333 production stress batch.
72,NRA_0072.png,NRA_0072.json,Night Owl Video,Common,B02_VAR_10,,DMG_SCAN_NOISE_01,,,STAMP_NO_REFUNDS,NOTE_RETURNED_EMPTY,OVERLAY_FILM_GRAIN_01,,43ad72698d2da4e54114c2450a5c2324bb6eccc659a458591dcbe630e68dd9ed,2698204f7ae6746e9e66e7c97292ee5ac575d0806bcb9b735fc2eb50fa8670b8,6d8d05637f0474cdc8ba69a7f4739d19c93b5331d05193dc5c576e6e9634ac76,approved,Manually approved 333 production stress batch.
73,NRA_0073.png,NRA_0073.json,Token Pawn,Common,B06_VAR_03,,DMG_FOLD_02,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_02,,cc0446305362610bd81ae61a4dde04dae2cd9b92ffb6def79bdc8e43149f1752,7e829bcf8046f9ce12b2d10c4839b05d99dc3e917e980301ee5f2ffdea9a871d,c68a5e4a6c4bcc0cbd0d38bed6b8600d0e8d283e3f00df0b1f19f896823564f9,approved,Manually approved 333 production stress batch.
74,NRA_0074.png,NRA_0074.json,Lucky 8 Gas & Motel,Common,B07_VAR_05,,DMG_FOLD_02,,,STAMP_ROOM_PAID,NOTE_1138PM,OVERLAY_SCAN_NOISE_02,,cf796895e0f146e3cb65fdd48122308eb822cef57293b9da7ab984f18e7f37c0,40de6aa3ec3151e8d8ebfd6442df27be2cb183b467e22f5356b484af4ac78429,d916ba54d2431e540fbfc98f86e87c9ec067a758f91ad57a39026e87f3af9fb9,approved,Manually approved 333 production stress batch.
75,NRA_0075.png,NRA_0075.json,Midnight Diner,Common,B03_VAR_05,,DMG_FOLD_01,,,STAMP_LAST_ORDER,NOTE_BOOTH_4,OVERLAY_ARCHIVE_YELLOWING_01,,066d73e36a9ea429c704b1d1a4c40dead5c2a840c3263297140a92dcb2f43894,dc01eb1d5a8e4b056912658bc0da022186ab1c121d521e74aa5702e3abd09fcf,0ddca5479fb2e61511d8e7b5f0ef2a595af271552a13e589c1eeb57ce7bc262f,approved,Manually approved 333 production stress batch.
76,NRA_0076.png,NRA_0076.json,Night Owl Video,Common,B08_VAR_02,,DMG_SCAN_NOISE_01,,,STAMP_NO_REFUNDS,NOTE_LATE_FEE,OVERLAY_FADED_INK_01,,f6e06034b5bb41709b9bbe9ebc205ca05464a36b3b8df53d0b6d83caf5d58cd6,b77f3eabff2de39bbbcf2cccc86b9fb9d8b7084a6723c50f29ee8350934eca31,f429577db636b91ed891e3f6edd777979d3f0783f718216d6389542e27b17741,approved,Manually approved 333 production stress batch.
77,NRA_0077.png,NRA_0077.json,Token Pawn,Common,B07_VAR_02,,DMG_CORNER_CURL_01,,,STAMP_PAWN_HOLD,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_01,,6426cba19f2499d5086209be1286ddece09609e8fc8e0e410b6cc3ba83cb4102,68b09a37c295a4bfbe6c46eff01a99f18d41e37e3c35bcad112eefe588367806,a707d2ffe956e8336398d8a819d71e52bbb814ff0c2195726255d1f2a516fa21,approved,Manually approved 333 production stress batch.
78,NRA_0078.png,NRA_0078.json,Sunset Mart,Common,B04_VAR_06,,DMG_WATER_STAIN_02,,,STAMP_FINAL_SALE,NOTE_AISLE_3,OVERLAY_FILM_GRAIN_01,,12faea36143acef901c54ec03b7c86c2ab323dd186b970e86af57223ff5a5346,ff9847e39c2b3e5a74b8752ee901fc7f4f39a53688661a35851c8d6147172d6b,11cac3bc17a4234b9dbffa4363f1c250599b0692287e65e9741e4206b5277311,approved,Manually approved 333 production stress batch.
79,NRA_0079.png,NRA_0079.json,Night Owl Video,Common,B02_VAR_04,,DMG_SCAN_NOISE_01,,,STAMP_OVERDUE,NOTE_TAPE_12,OVERLAY_FILM_GRAIN_01,,93a4c4c1740b70fb6cd3b6b3771caa38d837034dc5ac7e329e5708369ecd1cf8,194f7283f19323b42582d46a8db2999191067afc63c3f3feea93cb5b4b252025,1a21238c822e0910383ff49e9397a4a9d064c47f2b62e93ebb9542526f9e992d,approved,Manually approved 333 production stress batch.
80,NRA_0080.png,NRA_0080.json,Side B Records,Common,B01_VAR_07,,DMG_DUST_SPECKS_02,,,STAMP_LAST_COPY,NOTE_TRACK_07,OVERLAY_FADED_INK_01,,9c56302534d148c199d80e221cb3e8eaaead960eb9516a9235f1d2c96ffc87f8,599cbeb22ed3359d5d67590bb6b894be934bfd2c4397e622b8fc8dea494534d9,609f0b276df8f82643c55466a8b587bc1b87e3203e051ff9ceb8ade96c2fe3be,approved,Manually approved 333 production stress batch.
81,NRA_0081.png,NRA_0081.json,Midnight Diner,Common,B03_VAR_03,,DMG_FOLD_01,,,STAMP_NO_REFUNDS,NOTE_LAST_ORDER,OVERLAY_ARCHIVE_YELLOWING_01,,cb3b71e754a3b2f4e1f24d8a7b9cada27a9a7f7693fd9cda0be65f0cf99fb80b,3000a0af422551a45cd55a29d67a0bfd4708bad504989bf79408c3605f3567ba,3f21fdc88f3cd588f8823e52ae56ffb97cac0f50b4b97ba00cd74f8ab2b30b67,approved,Manually approved 333 production stress batch.
82,NRA_0082.png,NRA_0082.json,Side B Records,Common,B06_VAR_10,,DMG_EDGE_WEAR_02,,,STAMP_LAST_COPY,NOTE_A_SIDE_GONE,OVERLAY_FILM_GRAIN_01,,6e20151fc73882a27e7984fb356d268cd680849a71812b12959c35cf1c2dfad1,a58d79a8ddb69019e9bf0ce55af5a5c79dc8a3697ec97303f616d96ba5941b26,c4f76edd456079296e75d6924fe67d9e624df9f193e9eab51c532cc4a1138dfd,approved,Manually approved 333 production stress batch.
83,NRA_0083.png,NRA_0083.json,Lucky 8 Gas & Motel,Common,B06_VAR_03,,DMG_WATER_STAIN_03,,,STAMP_CLOSED,NOTE_1138PM,OVERLAY_SCAN_NOISE_02,,363ce16d8b67e57b0761124db981664e390e8afe97c400e653cd440fb7a73b3c,d98343e6157d0a5a0b27db1ce84de877fd0e1c737680f266dfd307b10b7659c4,b7f12ea6e0e91df828d29d8611586473f1008be782cc5b72f813c641613b543d,approved,Manually approved 333 production stress batch.
84,NRA_0084.png,NRA_0084.json,Sunset Mart,Common,B04_VAR_06,,DMG_WATER_STAIN_01,,,STAMP_CLOSED,NOTE_REGISTER_2,OVERLAY_FILM_GRAIN_01,,6d2cb76eadc5bac489c0f56553e0ed2b9fc26b28851ed41cfc2309943b186a35,f4b09ad32094e36a3428fdafef741d36edfeb3b8aaf3884fddb03e1a1978afc6,f59899cf14421691151334199db446e2f27c64d9aa080157e23df430aa67c6c8,approved,Manually approved 333 production stress batch.
85,NRA_0085.png,NRA_0085.json,Lucky 8 Gas & Motel,Common,B02_VAR_07,,DMG_WATER_STAIN_03,,,STAMP_PAID_CASH,NOTE_EXIT_22,OVERLAY_SCAN_NOISE_01,,0d88c2c2fefd530793c12d5edde75bee121278a7aaab5ef1ae7f3597f49dcbc7,7a5028343044977f41ae171fba9512a9eb8109a1a25768f99e82f7b9758f3c5a,983a2863a948773b2396df2822eefe16ae41f09f0a7b2658dbe8eef6ba447f05,approved,Manually approved 333 production stress batch.
86,NRA_0086.png,NRA_0086.json,Side B Records,Common,B01_VAR_05,,DMG_FOLD_03,,,STAMP_FINAL_SALE,NOTE_LAST_COPY,OVERLAY_DUST_02,,c46961cc23c5632409826c34f93f8221fe3d6d21c1375486ad7ea58c6aaea911,d75b0112bd0d5bbed1383627b14ae17d616b343bde043e3f4d621a5287ab5ede,15ecfa615293c7ea218609cfa086ae5261071d831c11f63be3f6e16df06313e5,approved,Manually approved 333 production stress batch.
87,NRA_0087.png,NRA_0087.json,Token Pawn,Common,B03_VAR_01,,DMG_CORNER_CURL_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,3ef5ddaf8f8e3a68b6535a5cdc511ad209c5a7385f02c60d8af6132eed3d2b34,69429ae64dcacca2bec4d22d7b7f688d82558c87c3214cd549f284106f7de439,abac3775e38ebd0d55f8054ef59f04514f16e579573febd056443ba23f54e43c,approved,Manually approved 333 production stress batch.
88,NRA_0088.png,NRA_0088.json,Token Pawn,Common,B01_VAR_01,,DMG_FOLD_03,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,13d907b9aa436c02a38faf16271ae7d97c3cbef6a337d856e8286ed788fc8301,6853b778ea134601f46d9d83661886e80edf54a7485a3eb3f5903b2454fb4b3a,fd83399e7a451b7bb653c04cc98b251551f9c0d101cccae08f9991082c620e0a,approved,Manually approved 333 production stress batch.
89,NRA_0089.png,NRA_0089.json,Midnight Diner,Common,B03_VAR_03,,DMG_THERMAL_FADE_01,,,STAMP_CLOSED,NOTE_LAST_ORDER,OVERLAY_FILM_GRAIN_02,,ebfe62faff7b17c37a44d3755daeb532fabb6a0d536e43266ea611f992742f4c,0d72c80acef3269a9460321ad1533d69402b2476bd8b7d5a05927277a926decf,6c3d5631f799079629b0f5f2b85fd5f6e5d37c991db5009e52bc957673af1ed3,approved,Manually approved 333 production stress batch.
90,NRA_0090.png,NRA_0090.json,Lucky 8 Gas & Motel,Common,B06_VAR_03,,DMG_EDGE_WEAR_01,,,STAMP_PAID_CASH,NOTE_NO_VACANCY,OVERLAY_FILM_GRAIN_01,,03b8925e958942989ec7437bf1aa6789eabc35bf30223d166832b41fe4d084ec,fef45bde62eaa3d9575172cbd40bc121abae36e148e88c24580b425bc64dc984,4e0be2af5169776a32f00d361c993a93a2d0e132fc263918604dc07b328178a8,approved,Manually approved 333 production stress batch.
91,NRA_0091.png,NRA_0091.json,Midnight Diner,Common,B08_VAR_03,,DMG_CORNER_CURL_01,,,STAMP_NO_REFUNDS,NOTE_BOOTH_4,OVERLAY_ARCHIVE_YELLOWING_01,,f977f728a694db8ca44c12df568683bfa03abdc57f6ae86cf95daa6830709bb6,f052845b180548b3f5eed33b98d9b571e0a9e25888010d7fae018ab8977e19a9,7aa543681db32e3ac7627f8dec1744299028cfd9c6004f0ebb75028bb0b9507f,approved,Manually approved 333 production stress batch.
92,NRA_0092.png,NRA_0092.json,Night Owl Video,Common,B05_VAR_03,,DMG_SCAN_NOISE_01,,,STAMP_OVERDUE,NOTE_LATE_FEE,OVERLAY_FILM_GRAIN_01,,66e1687ddba5280b9227fc71c06c0d0ac0c0f33c70c0367a0043fc0bc8c129a5,71a1cb4183d4d75517303343cefa6ec9d5cc00af56765a3d7528f175ed13a84c,dfcae4215e382d0402f55eb948c32e927ffd9a18168a2181bc8b3f2e590aacb2,approved,Manually approved 333 production stress batch.
93,NRA_0093.png,NRA_0093.json,Sunset Mart,Common,B07_VAR_03,,DMG_WATER_STAIN_01,,,STAMP_CLOSED,NOTE_512PM,OVERLAY_FILM_GRAIN_01,,950ee7f5a9a90bb49f7e3ed2b10c2afe4382f6bd24d529a309fd183f4bb333ea,9096f6a205e80bcf0b1bead45a42175396873e0b0c6c61ee856a0235959293d7,8831ab15d3ed20427f121c7f34df1ebf1bbe0a607e56660b73e8341617a98e2d,approved,Manually approved 333 production stress batch.
94,NRA_0094.png,NRA_0094.json,Lucky 8 Gas & Motel,Common,B07_VAR_05,,DMG_EDGE_WEAR_02,,,STAMP_PAID_CASH,NOTE_NO_VACANCY,OVERLAY_SCAN_NOISE_01,,2abcbd63604260b87c24f91bcaf132a94d3b388f95b19e19ec9e233c594e9ee8,cc44c95c175162d185472e41868395c52d18951cee9974de5a2a696e85d0ea27,666845ca8e9fc21445162aebddf4dc6aba4741b19fd6fe1a9c92fec13e6a364c,approved,Manually approved 333 production stress batch.
95,NRA_0095.png,NRA_0095.json,Sunset Mart,Common,B04_VAR_06,,DMG_WATER_STAIN_02,,,STAMP_CLOSED,NOTE_AISLE_3,OVERLAY_FADED_INK_01,,8fd7edcf5096ffc6abefb98f9b535f8079d1ddcbc9f8d9957c524d7c392b19f7,3a95c3a9b505af97552751ad9385c600b900f066e7bff7f001616eb0c70cf6b2,7941480c28a554aec87fb42b9ecb961d5650e4c496c02098ce45bc2d4c011b44,approved,Manually approved 333 production stress batch.
96,NRA_0096.png,NRA_0096.json,Midnight Diner,Common,B03_VAR_03,,DMG_COFFEE_RING_01,,,STAMP_CLOSED,NOTE_1138PM,OVERLAY_FILM_GRAIN_02,,3d5c778eb258bee6ce75fae0d47ef3f8342a5897ba90a5f95f3d2b9e5d34034e,55e045f4b10e44c797caf66a63e0309bd2ed24e083c9c46b16aead4e2d5b52fd,044a63b07875c9f543642ad2c56188982c037f1d6c9cc7ed44a1d30626a87220,approved,Manually approved 333 production stress batch.
97,NRA_0097.png,NRA_0097.json,Lucky 8 Gas & Motel,Common,B07_VAR_05,,DMG_CORNER_CURL_01,,,STAMP_CLOSED,NOTE_NO_VACANCY,OVERLAY_DUST_01,,a293bbedc0cae74145bf19de70194738cd93abbd7aaec58ed3e4b3a604b7f67a,1684ce6c68c5221d59403e244289a322a0c7549ba5a9b15ef9d19777e2f8afe3,f9ab4ee93def088e5085f7ac08022840115cc37933a9141afa73c6e4e88c72f1,approved,Manually approved 333 production stress batch.
98,NRA_0098.png,NRA_0098.json,Lucky 8 Gas & Motel,Common,B02_VAR_05,,DMG_EDGE_WEAR_01,,,STAMP_NO_VACANCY,NOTE_NO_VACANCY,OVERLAY_SOFT_VIGNETTE_01,,474192be6493c7546fc63cebc849c4456f2f81066ac17c1e9a4702130d10e55d,bc5d1eecab0485a553d69ec549aa6e7056bd1b718e53d1958be80e11774c88d0,7489a02b934047887e6eec5710b6e95f5ca90f79b6f6c7949dbe1453d9beff6b,approved,Manually approved 333 production stress batch.
99,NRA_0099.png,NRA_0099.json,Midnight Diner,Common,B01_VAR_04,,DMG_THERMAL_FADE_01,,,STAMP_CLOSED,NOTE_1138PM,OVERLAY_FADED_INK_01,,5b868cfdf101dee5c88ad6f79295961fb050c897ccc961fb9ac8219ea0c7fbba,e7af984bcd100bd57f38739a2711310533a5c281e0b3063a0cd87bd13ee21ad6,478c4d5f31199436556df80d203682a5126534cb506d3e4da93b26b12de427be,approved,Manually approved 333 production stress batch.
100,NRA_0100.png,NRA_0100.json,Token Pawn,Common,B03_VAR_01,,DMG_FOLD_01,,,STAMP_PAWN_HOLD,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_02,,fc35638a9712d136cc2e3291e76506fea5e405236cd42d6480998ede8dd04c51,2cc34e4e73953063f1dce5b9007817f0a0ec0a0dec0a5f588a4d4b648ea9fddc,fc3257ca895c800ea57aaf7a0ec3846327d29c98a5e4b7f3435e150e190018ac,approved,Manually approved 333 production stress batch.
101,NRA_0101.png,NRA_0101.json,Lucky 8 Gas & Motel,Common,B06_VAR_03,,DMG_EDGE_WEAR_01,,,STAMP_NO_VACANCY,NOTE_NO_VACANCY,OVERLAY_SOFT_VIGNETTE_01,,5a740b70b96ccff6abb3d3132bd4a520289a3a63848aa177b8500ee7cfe3c6a9,2887e7593721a3fd404695fb10c87b1c605438d4512c59e6d05febe8d6a71934,603e4e3487d798fae74dda19c908119b635dda1ddfc02b0f7be89fec5598cd4d,approved,Manually approved 333 production stress batch.
102,NRA_0102.png,NRA_0102.json,Night Owl Video,Common,B02_VAR_04,,DMG_FOLD_03,,,STAMP_NO_REFUNDS,NOTE_TAPE_12,OVERLAY_DUST_01,,9b65d28acdf8d44896e1c8bc7725c47d467c7b8c982f68d8d9c8e75cac326b8f,189ffdfbaeb2ff4e3113d0666387068be45707886fa653936a75d3dbd21d36a1,d4232ed6ef0f84910bbc662403bfe36fcdf3c5256879a1a219c1f0d87ad88961,approved,Manually approved 333 production stress batch.
103,NRA_0103.png,NRA_0103.json,Night Owl Video,Common,B05_VAR_03,,DMG_THERMAL_FADE_01,,,STAMP_OVERDUE,NOTE_TAPE_12,OVERLAY_FILM_GRAIN_01,,6abc53cad28b9e9192fc7bbe05b76431e3efa7b189b66a02d0ca86de58ec2764,060a4490f3daa9ccacd79520b4b36ab07d5ff2ba1c9783ee1890760d720efd77,477a537ca9f2b98026da1478cbcbd6219e07b646d273383e34f5d1ec1671b3a4,approved,Manually approved 333 production stress batch.
104,NRA_0104.png,NRA_0104.json,Night Owl Video,Common,B02_VAR_07,,DMG_THERMAL_FADE_01,,,STAMP_OVERDUE,NOTE_TAPE_12,OVERLAY_FILM_GRAIN_01,,1cc06d69b772d2270d5880ad60a287597b7d6689c9f27210874da8387b9a0ec5,bf917ae95ce8f987d82ff50d395698d07a604121a821a10f05a89659feee89cd,2fdf0192f5f30e992a9ada68f1420b2fe8a93df04e902155ab957b4c4f31efa2,approved,Manually approved 333 production stress batch.
105,NRA_0105.png,NRA_0105.json,Sunset Mart,Common,B01_VAR_02,,DMG_WATER_STAIN_02,,,STAMP_CLOSED,NOTE_FINAL_SALE,OVERLAY_FILM_GRAIN_01,,b89269986ef427981ce752876f0d96fe5cc9adb066bcf14bf0cfc0a3c258e3b4,efc334d58d2dab78068910de49d54b7db118115ccda4c3f7afd13bba29107d27,87c6ded1e7e12ffcbc99bb516aa38f141fd8d927050776ffe851d55e83adafb5,approved,Manually approved 333 production stress batch.
106,NRA_0106.png,NRA_0106.json,Sunset Mart,Common,B05_VAR_02,,DMG_DUST_SPECKS_02,,,STAMP_NO_REFUNDS,NOTE_LAST_SHIFT,OVERLAY_DUST_01,,20b29ae70451683f7fe1e6d350454cfeccd0daa8529207e1226154141d99f423,0ea46053751169f73922563f2fa229e935c562357a2eb3307eb571f3f1280577,fe85d3752b2c484d4db09c6965cd16353c50b7afcce7c9e493fd28c5447a6756,approved,Manually approved 333 production stress batch.
107,NRA_0107.png,NRA_0107.json,Night Owl Video,Common,B02_VAR_03,,DMG_SCAN_NOISE_01,,,STAMP_NO_REFUNDS,NOTE_REWIND,OVERLAY_FADED_INK_01,,db4038faa1ab7a93aaca937aa7efbc5f092ec8667515c2672aff6286537309f9,b31db368d9c1441973003141fa6bbc0d68f13709d43b273f40aec73ff1d99f2c,1fcf3878c15e290b1e13c8b10b2700faecbab2567e5a7f82e194eae2deeeecd2,approved,Manually approved 333 production stress batch.
108,NRA_0108.png,NRA_0108.json,Midnight Diner,Common,B08_VAR_03,,DMG_CORNER_CURL_01,,,STAMP_LAST_ORDER,NOTE_BOOTH_4,OVERLAY_ARCHIVE_YELLOWING_01,,e5b0133d8980476de8f10a49a36a80b9d71a4490a5729543104ef6a578c9cd7c,74094d09b2744e211e628675cb5b52113ca135c835abf18b4ca55afc7618bcdd,6a5ba1023594c6eca261a628a6cabd1cf706865989e5f3b10fddd744118b0fa5,approved,Manually approved 333 production stress batch.
109,NRA_0109.png,NRA_0109.json,Night Owl Video,Common,B02_VAR_10,,DMG_SCAN_NOISE_01,,,STAMP_NO_REFUNDS,NOTE_LATE_FEE,OVERLAY_DUST_01,,c9a8bad53d0a1198cf355af2fbc4074674a0ea6c07a3afaeb481cfc5639442fd,41aec6f3c7ba87d6e81944dff16679b6524f512e3eef80ddfcb5959e92722aa1,759809b207a6eed40f9e9f9e317c2f78359b4ba03ec74c32744ffe998cad4de4,approved,Manually approved 333 production stress batch.
