token_id,image_filename,metadata_filename,series,rarity,combination_fingerprint,image_sha256,metadata_sha256,approval_status,changed_in_1of1_update
1002,NRA_1002.png,NRA_1002.json,Lucky 8 Gas & Motel,Uncommon,f2b7493a02b69289da327e5e0b65b0a65ba656ed29513af49b7636379d0d731d,dbcb89168d1d6ab4ec1b72eb279f71e8ba95d2ec95a332738814bdb053881d31,ffe7fe27f09471e3ccc6b1f721b766f9552eff525fbc36839c119e9e7aab0dc6,approved,no
1003,NRA_1003.png,NRA_1003.json,Sunset Mart,Uncommon,35da6e28acf72323f6984470769c9367e38f630dd80912159afa2d77df4698a2,68973c38fe6292b1f42bfedf6988fe7371fb8cf1a20680ad67f17c3a18e9675c,ef1a31ec227502c6b3384a948c9e4fa38f29376baff115b6936b365ee276e54f,approved,no
1004,NRA_1004.png,NRA_1004.json,Token Pawn,Uncommon,d1b14075bbcb42b735d83a2c6e72a112e363d70c03837a1c9ce8bf3a973762d5,e39394d178b2fc51e89080eddeb86a4743db42eed696f15fc3ee6de2cf0670f8,6b91b0900a54c773bdd119c98e6f0cd84300e1b844a23ca8b782849ea99c70e6,approved,no
1005,NRA_1005.png,NRA_1005.json,Pine Hollow General Store,Uncommon,7ed57fc221fe30860c981f0908ffbf611be2bcd02f20f22f841fa59b072338eb,3314a236518868ab80c827b64945d9b79acf0c8adc98bcff22ad836bd5b7e1a3,1264d0211852878c5c5dc59f49c1d340ef00e7417cd948014aa217dc72d5a89c,approved,no
1006,NRA_1006.png,NRA_1006.json,Pine Hollow General Store,Uncommon,7235ede45863a177d74eec04bda9cc8aad9cb13483151d553037ba553e48973c,d85a614af4dc04c52ff6eb6f63bda893d12bd0e476eb1888c080955f96c57a54,7bca765ee18d988ba7aa3a99d3299a302dc5c15da7e363bafc1d33900b768dbb,approved,no
1007,NRA_1007.png,NRA_1007.json,Side B Records,Uncommon,19278cd7162bea345b8acf692f38ad91901076d0aec3bdf5c9f65720969c3371,7f45e7008ae2dabf2bcf5bb385eb71d9d94f92e9fdbdd3eb1fd77495bb03c714,eb2316234dacb94831f511e57049ea80df4ae001cd1273f2934b9d158e589239,approved,no
1008,NRA_1008.png,NRA_1008.json,Pine Hollow General Store,Uncommon,c50c9cf6a1568908446b4f72a23fe26a7cad84d6bfa0ce9021f1259b59ec31e5,81149071a1baf9e7ed426955c1b0c822094a82e46c86096328bc062992dba4ed,33a271d6001be542a95627ee3b1e7ebea184d0bb2e9e4729d05601355b4e2c9b,approved,no
1009,NRA_1009.png,NRA_1009.json,Pine Hollow General Store,Uncommon,b3cd90cbe6e7523f03193516e87a29b22ece344ace8df21541255fd32c408931,f818d5047108f9fc68725ae51d901dcf7aeb07d9f3f043aa80327877dcfdd14d,f73c2304ca6b60e677aab5e584b38cc800096417d55395583d5fdd9a9ed819ce,approved,no
1010,NRA_1010.png,NRA_1010.json,Side B Records,Uncommon,50d32000aa7d900d922942627c9acccb026944d38878896799168cc0cffe8c82,4e013194a2c409cd18beadd746b7dfd91e4a2f6c8a775caeb9fec2c91bf123c5,ee4d3500fe17a1906b77a5d3c5a75a09eba04224d2b5a17980cf55697b99a198,approved,no
1011,NRA_1011.png,NRA_1011.json,Side B Records,Uncommon,4e9e6a9a3f6b7ac1edffbbe90cfb0f6e6a9119ca4c7e9cd4d1eb0a782d99499e,cadaed8424be9472a721d7d5f569e587f137ca2b6aa01cb6f4e171f000ef31d8,e5e0078d7830ebefc95f91f34b405fa9a6f45f5949d598b04c223501fde69f70,approved,no
1012,NRA_1012.png,NRA_1012.json,Side B Records,Uncommon,5bf542425ca09e7593e93b844f96f3f16f096eb19e5b76d32047f3250877edb0,9ba8af16f8b4a9227b2f73a39524254c5a11c508c5b6938d854533827253e08a,ad63ac39bd84fa9fb44996bf3d20271e4af9308d64cbbe1e0c9f4062ed957c8c,approved,no
1013,NRA_1013.png,NRA_1013.json,Token Pawn,Uncommon,a4ce8e0a3085fa5be0b4d62a429cf54e73ed1f663eceec4e23f8199556b5f3ca,36770513a07f2de61db2b2a641fdf2ba2839bbd4c20d382b3532a720827f6898,4b79aeb48c7533599f6e091336ddf79c077f0e82030c6040cdcdda64e8cea967,approved,no
1014,NRA_1014.png,NRA_1014.json,Side B Records,Uncommon,3f4004124ccc87c5f049f1e2613a1638462ca756e26634eafe31366c20a9e8b7,adc7d2e71c8dcdfde73a541952f4d45197a1d1b3beb39c464f5884d8ea53a051,2d5bcb4f18a3d7cd7fe37e2be0a1587a401a89dcaa3b1e6c22ff97a3fde23735,approved,no
1015,NRA_1015.png,NRA_1015.json,Sunset Mart,Uncommon,192faba2465fc9dfdfe562b852bb511e1a25fc189bda5470e62658d2e14f2feb,a6d450268c937d21fa5fd5952aa6b9ec646160e30106250f8717981900b39e76,ae958505e5cf89d8bb453cfbb4d5ea48136ab83b13fb5bc8774c9547acc73ac8,approved,no
1016,NRA_1016.png,NRA_1016.json,Midnight Diner,Uncommon,454661b57e9fc0a79c97729075ff12bd09e1aace0a0141b079a1053100887792,0c53a4ae84856b8bb61f637c26168e0e719c13324a808347fe30ec62dbb990ee,a76ba78b5104c423c465d6e8e31441ee6c6f5432275c7dd0e91f6c556091464a,approved,no
1017,NRA_1017.png,NRA_1017.json,Midnight Diner,Uncommon,ee4f57349e4528c8896e73b05bb920e8b3c5f62ee6047564c73c08cab7adfe9f,a3f9b790adba535a1af5a88b60ba39d767aeb72602a8c0d985601a1cfe10a82b,86e410d33279ee1adff79845f9f7454ab84f812d71fa6ba04a2ae72e0cada0ec,approved,no
1018,NRA_1018.png,NRA_1018.json,Midnight Diner,Uncommon,f6ebbcb9e9a7c7ed2e02c19d99722ed10306b2c6db72c002f0a8e53686ee20bb,fecc5f0d55a8ad6ba298d6df00a8ed28ff00ac5ae3c841ffb3fe039d3c44d93b,62392aa2dabda9b14512cf69ac4da531867dce8c5531c4697235890fc19468be,approved,no
1019,NRA_1019.png,NRA_1019.json,Side B Records,Uncommon,b3046876496162a7287faeb7e894c8907e329bb286a07c80a8fa18dadd2f6600,ffbd5db2bd5c459db9aa09452a51134e2b4b67cecc703ccc2108975b20039701,3053688cd9100f9475a8376d87fc4cb141844cb85d2e4890ed2b67d1ec303085,approved,no
1020,NRA_1020.png,NRA_1020.json,Side B Records,Uncommon,d143000b8c2d11021013e699abe73de04d841ef7a67778618800490ff4179ec0,d34b0b2bab25f9d06b7b0f048f96126a3f81327cfc8b6eb4b744a3d97d9c04e4,fe78a1208558c857894463cd33c7db3644635956b6692189fa709e7446a803c7,approved,no
1021,NRA_1021.png,NRA_1021.json,Midnight Diner,Uncommon,950ee1e23307cff8be27fc8ba2d066ac7dc2a198e6cd7200767c42a77dc55293,a93b8f1ff097a44af20fc0cebd9e6df77a2334425b0053a759237ba43b3f8d6c,802c2cce2591cfe8e1194680440d181825acc9f4b86f4632054123f34b32d1e8,approved,no
1022,NRA_1022.png,NRA_1022.json,Pine Hollow General Store,Uncommon,b3463576b776e1992f9893dc16942615e2e57b54e4a2dd2811a279254bd13841,bc12fa45816c76af7e66870dc0a765d795a51717e20e73fbad2b09a0fc484af2,1d754d4a506475254ee77f887dbb1d1ad581765b2917e30a73c966967d450e8a,approved,no
1023,NRA_1023.png,NRA_1023.json,Side B Records,Uncommon,366f83daf9e18977eb742e49907d4dbeb9d5ce5facc84c792de518de1019a8d1,6b7c53f13ff30bb3f57038300621400fc49e963af75266f5dbdd99d317bae8c8,8db43c1deb7eb107f1d718e4632c95a82526fa2f884820647e7aa350e7ae4a2b,approved,no
1024,NRA_1024.png,NRA_1024.json,Side B Records,Uncommon,05545dc34639cfd70f9292a642e6d36cedccd82995937ee75de2a28780ca07c0,54ad31c8822b6595c91ff34319bf0cf29c10b5a76cc2446874822c99d1dcf358,63bac1a29edff81e7813ffb037008eaff62534f0ce3dbe5e4e7da65bf6389cb6,approved,no
1025,NRA_1025.png,NRA_1025.json,Side B Records,Uncommon,84c82621d7909aa8a497d867f486cdde94e2541d96941433ffe83c188a99ddc5,43285d8bdeac265a5412d6595b11ed73a772aca1bc11447573935f45b9942d60,5ddf670913d172bf34350e62c198bb994d2823955dedc4108a34f7ee12f3c642,approved,no
1026,NRA_1026.png,NRA_1026.json,Token Pawn,Uncommon,8f48410a8be7136140ef2fdadba2bd215280a877a58536ca580d749b617d3b9d,501b4890bd833a4129f7d34456e9f33caabe9c8b306ff84a9b5cf71fda359973,c20e3d4af78528cf18cda4bd6f256c8a3643af7ae83386348490be0c643efad8,approved,no
1027,NRA_1027.png,NRA_1027.json,Pine Hollow General Store,Uncommon,50e36c63b9baab73e7f5bab237d34332ecbd6fa4480dffb898a5f17473d4a748,08f917a103954a3969190bb2a50b87779792d09b599cfa990c83f007981d366c,328edc169630843b8b94c6a3df5fa41360d0019fd579777945f877ee938eeca9,approved,no
1028,NRA_1028.png,NRA_1028.json,Sunset Mart,Uncommon,8c6bce895180d955d9556ece9fe380245a33fc4d2fc0b97b9c6ef8dc4ad4cffb,e37e9974a2bac914743f30c7a06844778bfacdb1b7971f9d8dea6444f7cb1480,e5cb3dff54f6e8dbe65f6f04447a6317ca2f15146fb789189601db6d67ee9458,approved,no
1029,NRA_1029.png,NRA_1029.json,Token Pawn,Rare,fffb1e1949d85d76ab7bd1d13cd6a7899e2b98c052cd319c946f3414c40dcb26,d27359f36ff2225bd8582927d0ac5b8236ad1d0df54bb79d330eedc7f276b068,29942650bc2d4ac3b47a335b6fc43ad25f1a361a5cb285c61e12f7ea28570f5d,approved,no
1030,NRA_1030.png,NRA_1030.json,Pine Hollow General Store,Rare,0ecd855c27c0092452eda220f558066baea1cddf8a04fb9465b6ef1b24ab9537,4bf218bf613a2c5dff03175c7987a7ceab485b7de7e6d71c26dbbe5b6fc4fa96,ee09f1770aafcde555b7fb96e422044ab433be582d3a46278530d0d8a9482a49,approved,no
1031,NRA_1031.png,NRA_1031.json,Sunset Mart,Rare,7a3526f7816ab9de80481febce14dd476d2ed16be2fff2334ac021696741bc07,5e423b4683e43025873a0fbb4eb791567edddbd0c698e9a50e1490ac057d6aea,e51488b7e84f66ac5315c45f77fc1085c937409d2f9a1b1b8aa14e9608d68fa1,approved,no
1032,NRA_1032.png,NRA_1032.json,Side B Records,Rare,95b2202a5df0e5f00c82034a58d8ebc472016cd2750d316342acb466b7eb00d7,c85df5122707e6237c9b0a438fec0f0c83c38952ce567787806f4a64d59fde26,73d8d38da7eec501b565109860ad2f65fddad6e2a9632d0e107d0df5d01b99c8,approved,no
1033,NRA_1033.png,NRA_1033.json,Pine Hollow General Store,Rare,9116cd3a623b6cf783ffad07c9b6ba6768d6f9348ce15f96f9290e5ffaf45248,d76ef36be4330feb104107356fa3ab5de0a53b6b5baa77ebf3d9a64bc4754501,9067f3337cae30c4dabbc141a6f5340ad424903eb39882a30c23455b1b16dc76,approved,no
1034,NRA_1034.png,NRA_1034.json,Pine Hollow General Store,Rare,f192114fdac4b869a6bd0944f8956d15e27b2a85b7ed8aa9f5ff2fe1409fdbbf,e4ab4474194587d94207e176e9f221517442c85dae517d5e1ae4a807cdef9261,a47f3e5b1956b2971304fbdbcf23ed23d2c65d3bafb359519673bb7a12f3227d,approved,no
1035,NRA_1035.png,NRA_1035.json,Pine Hollow General Store,Rare,b4fcb84504f7f758d7a3aa99eda11416df11b5789a337235296d01fbcf978c30,b03ad80c90520f668c921b828c0b824862653a3ce782fda4d95252b938de12c2,5cad8eb17efe4c6ee596169952ca008ae56dc99e2e248dffe51db5867805da08,approved,no
1036,NRA_1036.png,NRA_1036.json,Pine Hollow General Store,Rare,cca940c1fad45697b7bf3ca176d9d6e51f082b398e496e70d6d4930f6654a400,47810318b53df6a153a94c39833f7973c6c17d472e4083bd8a7f15feabebc86d,666e799000c9d99b6f8102c59f54aac5f26faa00d35b725a018891ada8edee08,approved,no
1037,NRA_1037.png,NRA_1037.json,Side B Records,Rare,2e4e7a9979816096f20a26eaa4b9c7b626d704b3c133e55cdf61ae210cb6df7e,bfba18799b76e01c0c96a65236678fd1aae63b48b884ab33384e8877d314ea91,6220433058afe8dd681ebf25a22667684161a3c94a6a56e3d38710095420fcf3,approved,no
1038,NRA_1038.png,NRA_1038.json,Side B Records,Rare,b81bab436d95db52035f67fc9b5bd3d82943b56551cca3541488afa5994ab6f0,a991598c41bd236eb00d3c740fd4cb6f4cf1e984786e7500a9f8958d9569f45e,585501bedc8d53cfcbc716f49c7b34eb312c0bcf7c78bf28ef830fc539f50431,approved,no
1039,NRA_1039.png,NRA_1039.json,Side B Records,Rare,03e3addcfbbbb31264ce1ce5189000eef24ba8f87affbd7039f9a2d3427072b5,9df252568884c663a56a67b39badd7a852fb25ae60b0c024a1793f8d4995bd5b,9e79ddfb45532ddae8de62b053faafd0ad7314de793eec0ff1d1f7f0eb0fcda6,approved,no
1040,NRA_1040.png,NRA_1040.json,Pine Hollow General Store,Rare,de53d34bc0944540dd8d16f1e240b78677a346c8695c8fd6ffc2fe843b3ed3b1,42d3c606932f1e25f461051dcde4e4780897146d23e032a8a85a12ed6d06d228,5f0125bb069ec0bc64a4aba5ff72cdbb3db9f7602e8dff8471191fbc39764cea,approved,no
1041,NRA_1041.png,NRA_1041.json,Side B Records,Rare,7bb6bb641d0e759fef3cca0da56d427ed2600c756b84429be942ae4024f217ce,019f85c3e77ee249fb3de05fc2ba12120f6bac66f991565b86273b5feeb0db3f,454a834af53cb0a2c0f3846877074a8d1c9a6a2c2bceea7fc56d0706523b0129,approved,no
1042,NRA_1042.png,NRA_1042.json,Lucky 8 Gas & Motel,Rare,3160d789bc3e5e4554efa2a04ce7e69f69dfc06d6fee494e17f6181114d68820,b721f5afebbfe176fbc0b01fc8670fc32d67fa30c9a8498eb4543e1c2ae0c423,6731fd369dd7b54d75d2c171150b358e4d922e40d7afdf50ce16c87ac73f3cf9,approved,no
1043,NRA_1043.png,NRA_1043.json,Side B Records,Rare,65f88947aa5df4eab6ee2efcc48cf08ebd8edf7c57a3c713a5561e2e24cb0a68,feec98bd7bbf731391220b2c114e3cee0945f9d480abaa3bf464f1a88f58a2b6,e8f5da25e782fbc9ea7a6ac45eec62728522f0c300e40132c82693fbf3a596fc,approved,no
1044,NRA_1044.png,NRA_1044.json,Side B Records,Rare,f0f1125c6a6eb8e4fe67de0df2f38ef91102d495d5b016ee61419fdf864a79fe,d55dbce977f961b9a8d7d9d0241e0ba1ba0b439ddee6358e8e8e1afdfc8454fe,bd3c49f0bd6a07f3a60a03a7d40c36759f9b08447c3679476fc026cbd970eda0,approved,no
1045,NRA_1045.png,NRA_1045.json,Side B Records,Rare,6bd1d7460d53333e81f304ac51026a2de12aff327ec06e13ef144fbc13925c5b,1d2a5844e3d0b1c6d333d910b965cd51b3e5973582420c553e9c590c04424169,5e8bfeb6b15893e776ee4c7ec2b4c38067856d9e46676cf46c84a28c32863366,approved,no
1046,NRA_1046.png,NRA_1046.json,Sunset Mart,Rare,7f9e72a4a5e4a69861bb7615810243c718bb1029aff95d67ad894fbdfdce1c2b,748a3b69cb682f7b3bb926098a22027504f03aa2a56763775a4c7c5098c8bcf0,9afa03ae7769b9bdfa1ac9f1e19b6d1467de946ba4a89bd27fa22111ad514cd3,approved,no
1047,NRA_1047.png,NRA_1047.json,Midnight Diner,Rare,e8b2f16808f73577ea51b18adb814a79c8f882c9fbd5da4d77a09a678249c3ad,0744fecf315e135858ae39aa1f8a4f3106f18d6589d74e479e60aa46a2899406,ca981a4da5e55c08583e8731ad1bd51045174d249e12830113dc4a8998a999ad,approved,no
1048,NRA_1048.png,NRA_1048.json,Pine Hollow General Store,Rare,f4c12184346b80a50fcaba22428aec34305754a2379c32fcb96109005783888f,b7e3a0ffb55c6367d513e5a2ae130c8da0dc977ebf70600e2712fea2faded21d,4864a811d66883ca2580c0fdf860affbbbddcc7e2b0ff233b5c969ccbab08fa4,approved,no
1049,NRA_1049.png,NRA_1049.json,Pine Hollow General Store,Rare,b3cf17c9eaba46aebefa1ba8cc8d82f606e8907ab8c8e01617e43e8e26086290,97c02ab8fbe06df815c2e776ce52aba65eb84e70f1e298e959cab345c2d27637,9e8a2bd8bc1ac827f3d2341496d7839917b3d0e5fc07223651ff4446207dbcec,approved,no
1050,NRA_1050.png,NRA_1050.json,Pine Hollow General Store,Rare,fa2b5196e987ee6acdff8cf7321c43d667a51a859ff607492f0671b818908999,a7911251893617be4a91f3160259ae66f368c5ea3d39ff2140c56eb4e27ae11d,cfb88fc42896d146bbfbfcf29c7306121181a73f37f9d63bc3b7dd6ca8e46ab9,approved,no
1051,NRA_1051.png,NRA_1051.json,Sunset Mart,Rare,0c5fd1e4e710b46fb80716987d5ff449e73d30cac5a921634cbccb17e3718bdd,aaafbf086c3e638a8b5edc2692473da6241c26e7d21e19b50e45adfe06abc67c,3ab665ec4f18873c581e9ce388e67a2c8669b8707ff5ce187154e8139b3fd1d2,approved,no
1052,NRA_1052.png,NRA_1052.json,Pine Hollow General Store,Rare,38baa991ddbf93a45b11be571ed31ef96a1b7221c866dbe8800fe3b1b95ae6f9,91c97afa3d8b682fd53fa9f3a1d4304d7930857573291a109c53be12d982dfc1,196e54e87084b515002faac8f2d42e885f03ebecf0c678694c3a4dcc0fe6b7fa,approved,no
1053,NRA_1053.png,NRA_1053.json,Side B Records,Rare,040280fe791ae153fc039d4e108ed3835f3fbf61957b23d1c579dee52323cf05,e1fa836f6bcfe5a7d55f287c2f0c3510eb5812b356d131ba67b13fb91f51e18e,70dc66415651c0864211225d79c0269b8c26df1c8696af3f6246e81fe76a6d92,approved,no
1054,NRA_1054.png,NRA_1054.json,Lucky 8 Gas & Motel,Rare,1841a6529c5b5c1491c68fe8553c0513e414eb120ba80403e97cd2e307528c4e,6deb5eaa12d985d52f77a720ad99cb97cd1067133a06b11fffa4e1dc860a5445,775c3d5ae49540bc2ace530049996ef3f0c47f3af4d5d1dfe1977bcba1090b4b,approved,no
1055,NRA_1055.png,NRA_1055.json,Side B Records,Rare,b43ea469f23a4f42ba5c22fee8112115dacbc250cc5b951abc18cf90f0048e0b,e427391b59f57fc4e7cd0ea1e3cc71f1972fa08fb75bb73ccb3f8a979351beda,46b960b17e434e85d1c18878a9411af0846961bd635b9656d9091b52e2599f3d,approved,no
1056,NRA_1056.png,NRA_1056.json,Side B Records,Rare,17688e6e359e88b411c98cfaefd7841b2a01ee2b87b4112b41b48f8ff888f1bd,4d02662817c19daa9ed0496555538f176e7cd11dc197eb6a514bd46d546a979b,b503e23a203e2ee84d6926374a568e75f4cac8a04fbaf4efaa6a857704f55a9c,approved,no
1057,NRA_1057.png,NRA_1057.json,Pine Hollow General Store,Rare,732731e52dc83716aef91f0e0ba7aa504ce4bd71f037332d2e88e672286f8984,4c1022e7c4527f788f073a40dd52560931e62a88154a4ca84fed4a4c3e85672f,02166c5ef6bbc32dc23fdd678e6e1fb7bc3c4a52b335b328eb62a1a1fe6d1f52,approved,no
1058,NRA_1058.png,NRA_1058.json,Midnight Diner,Rare,ae793c4e0fd204544aa391aaa12518a82fefb4712d66cfc4a06c24dec5e13e67,e7db926e60854f8327442bb4214e74dba8309187d2376ccc325e1641b49cb40c,4bf3836e61e5aae2f59643ee2f48227617eb5299a422089e81a80e04e5853689,approved,no
1059,NRA_1059.png,NRA_1059.json,Pine Hollow General Store,Rare,69b7ad62254f7e2624b2f6351333d3899e96430184ec5901cdb64f05e349b16d,c713782638201b8f89617d58de48a0c15161dd9a7a40c2826ade1a2d82c88cf4,7de233f82241325d264fdd80eca514bb48cd0e069cffcbcff133fff97ebd214d,approved,no
1060,NRA_1060.png,NRA_1060.json,Pine Hollow General Store,Rare,d867879d71b29571427f0d857deac59f46c7615b21aac6e7bf7964ff85e06cbe,c4f2c5eeab4d1eb827d575993dce37015db64530d3d4a8c66da26950a547d872,0408cbfb33f6f5901202530ec4a7d154ac9ec091aed323c903fba10372658e5b,approved,no
1061,NRA_1061.png,NRA_1061.json,Token Pawn,Rare,ebccf59c514a1c0bc16d928da287e06e65560032e2b483769e079cb45457da76,f5bb965d380376cb11071e8d6aeb019efd887a53e96cf789b71bdd04d2e3a3de,cf1574a4bc86423a69123bfb537cb5bc51e3149daa5282b0ac5a304667a15e40,approved,no
1062,NRA_1062.png,NRA_1062.json,Side B Records,Rare,046e3f7b6ef1f2cf85d746c1fa0e191e7d9d7a092a052fe4425ddba94b231dbb,b69def2f1e958d43a9a6aadb3f611d6c57d8c4d5f54500bb8913a68c09de15ba,ea0eeb11e209e24da74ef4fd00e0b9d503e5b17b9e3b19e009d036a758ae981b,approved,no
1063,NRA_1063.png,NRA_1063.json,Side B Records,Rare,da732d007b114e300d53fbf45ff508c66ade8da7587aaeee4a1c4d9cd63b7437,9a19db2ef0c62b2109b551e046a48331bb5fd22696b5d0381a82d37a4e387a94,bf31f7783ab304ce35e7201dc62ed42aaab2945f6f88b04e2510c5829734cd42,approved,no
1064,NRA_1064.png,NRA_1064.json,Token Pawn,Rare,640c390f613e294340ab7de9341b40fa59360c5126265e91534503d58caaeea3,f1c755c083ad3d05b7670af93b13305c563cb3e65b2d0456af5ccb2b16bfab8d,93ce99b5671b26b201ccdad6b1da7c8383f61c73050295f99263d65b41f3d8bb,approved,no
1065,NRA_1065.png,NRA_1065.json,Pine Hollow General Store,Rare,fae9c4a39805421610a93ccb37e5d7dd517ef2f2cf07d99870cc323428d9fdd8,5b280db93ed7da0f8a139033ba9bff82d9d6db072c87fe8da13dd1ed9b8c1a94,1cf01f3b47d83d1e2d0c23c3018fadf2023b1f6f8b12001b48a7b94688da3197,approved,no
1066,NRA_1066.png,NRA_1066.json,Side B Records,Rare,a66c4cf3058bc91f535fcf74a573c5b2cdc47c82d1f0f0e0095e51eae889fc10,dcf6c46a27c3c372dc5bb31cab16670269bc28b67485392eb1af57f91ae29dd5,cace82c87ba41f695ebcba02aee3b2efb9688826bcd5e0a69786e0bab7873a65,approved,no
1067,NRA_1067.png,NRA_1067.json,Pine Hollow General Store,Rare,f1dfede732bb83cf53a7c180213a93c51e32c0a4cc9e3d39e0982dc1c712f747,3fcbcf401854d04698207245401d567c95457745a8d68171cce65b50a9248dab,97c7f5be4a7acec25ef2c22a299d964bca5ce9ee7c58038526f365a1093b9b35,approved,no
1068,NRA_1068.png,NRA_1068.json,Pine Hollow General Store,Rare,92fc8514177291b431d7d6a7b2e035f3b9bb94410c26bac9173339880e61d14e,b76ccafb00f2467c3d5f605722b0e8192e72103ef47e8fc0bded2cefda6f8d7e,3d98b7aeb6fdcf9650e23a385641ea7da6a6edded755b9c693e8792234d86d98,approved,no
1069,NRA_1069.png,NRA_1069.json,Sunset Mart,Rare,9ef0cf2494247157137b1c19a994dc61c8ab692df0fad596aeae8974f8f94483,25cff252471fa0bf2cbda07b28bd703b0c7faaf5aae72628b23a2313c176a693,2a9acf3fed14c2c03462f4780f0c92a1b13db0289a14f6109f846062698c3542,approved,no
1070,NRA_1070.png,NRA_1070.json,Token Pawn,Rare,e6f601578b053731b41ef8ccd194bad44488649a9b8c0e63c849b30d3201d3d7,5bf296f5f857ee0350ad12b26949ca1f22ec1214c9f37a0b7d5ed9178ffa3905,7cc0082df9ff5ad953b1696a20d9846876fc3a3ca8bd2aa1d95876f62e2047af,approved,no
1071,NRA_1071.png,NRA_1071.json,Side B Records,Rare,e657deaf32fd38e67a8f166f2da303a387f9c25250725e78fc86dfffb2084158,47e42922454655ae0beedf0b0e0cb6ae6f3d643d0e177b5176d94031a038ea93,836e73a99e44292a8d31fdb20a1f5f4cffeaba5fc51fa8fa1cfc3eba6a8cf787,approved,no
1072,NRA_1072.png,NRA_1072.json,Token Pawn,Rare,eda39adcc42cb640a097b2d26d2ca7a4579c4b2edafe917a70dd56cf64bdb5cf,ebce93e64b6ecf65daf524597c6b933f6a7ca371c4ae4e7a3cd72f6a6a8ca720,647ac1cd9de6c3cc40a94452ecfd129ab8845c363ba7b2e882e672b89810a8f6,approved,no
1073,NRA_1073.png,NRA_1073.json,Side B Records,Rare,93a941d0dbd83afcfdfc7310f5ea872c5f43fc393f5d639f846dba1750648ced,0516405539780d1e95da71453710c5845c5f428166770100802870ee768e98be,3770407800144260f945b048f2f25a9ca04fe682651af3b77f1d1877433df500,approved,no
1074,NRA_1074.png,NRA_1074.json,Pine Hollow General Store,Rare,58f73fc9a38be1f646f1517dc8d6371a545a3f892ccc961ca292f28e5a8aedd3,c2c9dd73a29c943370c856b1d7b5afc560926cf9e348101d466641ada346a6f6,72c4b567c8f878b8d6386274455e95bbe567c493c92c0c21eefb2be3578b6457,approved,no
1075,NRA_1075.png,NRA_1075.json,Side B Records,Rare,1af5b8aab3c0fbda16019bfe0d4d5f2a38bc7826dc99bff99b603ca302e91741,3c1a3c4cb69f9d79ca2e92775e65d4f36685ecc042280695d57be548de86e30d,03901b43894557fb8ffa879d3ffb8168e9999fcdf090521a304951e289f99f8d,approved,no
1076,NRA_1076.png,NRA_1076.json,Sunset Mart,Rare,219a5d5ad6cc8db0ab8f6ca59ef0ae441925056fe7b3ed91cf4e64d889be1e5d,8e8d44a1bc0a0e90a7d89df0dacd960c1a5a5f5551bab18e07f319a19efb64ed,61f9a8e5a120a4b6adabebae6c40addf4f900c0a45177fa893e488d1d5218930,approved,no
1077,NRA_1077.png,NRA_1077.json,Pine Hollow General Store,Rare,cae371c7d046ec31fb43ffcdd58b0935c5d705c64d49cfbe2409bfe04f90efaf,df1788cccc9a2f4464086d6c6a42c9d949921e9970e84c0affbb818212f6b548,6eab3ae394b5790bc1d115c63415c8b6e1ab1f821537d5300c16f94864345fd1,approved,no
1078,NRA_1078.png,NRA_1078.json,Pine Hollow General Store,Rare,4769ebfe7a66070fb9de2a5c30b114fb95ff27eae0228fa5a2d59278a42f72f4,9bf991cf9ecff38b27116faa405a196622f3bf04c553fc4f9087b7755a76ea2f,0f56650381252cf4f62dfdaa987ceddec8e0b94114c18a2979682455cd25a9b1,approved,no
1079,NRA_1079.png,NRA_1079.json,Side B Records,Rare,5b8dbf13c6ed42fc415f5a8961eedc7a6a6ffa6cc55b715d45426cc8a9d3c402,8145ce214d6505c0ef79e51d19599781ab44db2c749dab128d1bdd25e43ed463,48e044b4e0c2f5bf0ee6cb951668d867e16a925e215461cad4b0838ea5454e34,approved,no
1080,NRA_1080.png,NRA_1080.json,Side B Records,Rare,e50ca68bee5c66e032ec4fe6f93b587f8a6e05dd643411f28d2aac7fac41299d,ddf05909f7d06643baaa6e574172a8ad4a69368553d4479f05161440b979aa4d,1fb1e520169f69b9c59669e77c7d7662b42de034ce21721712c923098386e1fa,approved,no
1081,NRA_1081.png,NRA_1081.json,Sunset Mart,Rare,b63cb42bef44e2b7d5d1064796f326a5d81c1299626ae3b3073dc23c8643d738,b28114c8899cb499404c0f8d2a0874ecaef5225df2f448dcd635420a9f81812f,0a888f57b659bad1378bc687c6fa4f76df10a244c16b1117752860896e9a412c,approved,no
1082,NRA_1082.png,NRA_1082.json,Token Pawn,Rare,8e2792c7f0cb657bb70eace001ce66056534773c4b13a20631215eda88ff1afd,a4571c5134ddf97e0b73f62757d452eeb3ab0f169d2f85f07592878334f63210,9b7c42365c558a11bc3ccd4ab969d703a4d211de4a8f5aadbbacce2df84fd271,approved,no
1083,NRA_1083.png,NRA_1083.json,Side B Records,Rare,889f4588292a246ab356c0a7c1b0d8862ef4f0282df3f862b6e5495fe73c2c4c,c46e81ef47d79ce9970664ef55aa684dc896e789cd6675f69d09e348a43cb77d,0937c7e8499d5c9e2fd9554f7d31f406418c5fbcc74b10653b48a410576b48f4,approved,no
