token_id,image_filename,series,rarity,base_template,material_pattern,damage,prop_1,prop_2,stamp,handwritten,overlay,legendary_accent,special_feature,feature_variant,source_seed,combination_fingerprint
251,NRA_0251.png,Token Pawn,Common,B02_VAR_06,,DMG_EDGE_WEAR_01,,,STAMP_PAWN_HOLD,NOTE_UNCLAIMED,OVERLAY_SCAN_NOISE_01,,,,19770821,05cee0fadb9cc6d1359653780245f9cdbac0c685e0956423e444d7302d78f589
252,NRA_0252.png,Token Pawn,Common,B03_VAR_01,,DMG_DUST_SPECKS_01,,,STAMP_UNCLAIMED,NOTE_UNCLAIMED,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,cf5ea8c21b162db755e3e19d48ade7e16a385d5a85c692f09646e7398e5a00da
253,NRA_0253.png,Token Pawn,Common,B07_VAR_02,,DMG_EDGE_WEAR_01,,,STAMP_UNCLAIMED,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_01,,,,19770821,a65a8b8aee60d050bb329d8aca64c466ba89b8d9c01ac892f9011dc80a822f7a
254,NRA_0254.png,Token Pawn,Common,B05_VAR_05,,DMG_EDGE_WEAR_01,,,STAMP_CLAIM_CLOSED,NOTE_CLAIM_BY_5,OVERLAY_FILM_GRAIN_02,,,,19770821,1c6ae79bdfbded3fecc07d922483fecec048c213432ad7894718c841d256049d
255,NRA_0255.png,Token Pawn,Common,B06_VAR_03,,DMG_DUST_SPECKS_01,,,STAMP_UNCLAIMED,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_02,,,,19770821,f51cbae5c4744b0ab4e9d6f3b02228882da515021244551f614059c4231c47b5
256,NRA_0256.png,Token Pawn,Common,B02_VAR_06,,DMG_DUST_SPECKS_01,,,STAMP_PAWN_HOLD,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_01,,,,19770821,3a9bf36a0037a4c97248a0ff30aa726a38416d03c82425c46aaba09a398af882
257,NRA_0257.png,Token Pawn,Common,B05_VAR_05,,DMG_FOLD_02,,,STAMP_UNCLAIMED,NOTE_CASE_14,OVERLAY_DUST_01,,,,19770821,5a05335b46c88caa46e60e0a1f8aba9ae827850e1fc84721d9e22571af8ceb13
258,NRA_0258.png,Token Pawn,Common,B07_VAR_02,,DMG_CORNER_CURL_01,,,STAMP_PAWN_HOLD,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_01,,,,19770821,6426cba19f2499d5086209be1286ddece09609e8fc8e0e410b6cc3ba83cb4102
259,NRA_0259.png,Token Pawn,Common,B02_VAR_06,,DMG_EDGE_WEAR_01,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_01,,,,19770821,731b89b6532c6feb8e63886a9205a070856b82fdc2618241a45952900e1ad038
260,NRA_0260.png,Token Pawn,Common,B03_VAR_04,,DMG_DUST_SPECKS_01,,,STAMP_PAWN_HOLD,NOTE_HOLD_TAG,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,5c055622d6ce208f752d771dd71908efd8472224e515dece6a91ee726325fae0
261,NRA_0261.png,Token Pawn,Common,B05_VAR_05,,DMG_FOLD_01,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_01,,,,19770821,0c3cdd3fd27c3db67839c8a468908c7074b67f097487cedbae0c74d4fd05c0bb
262,NRA_0262.png,Token Pawn,Common,B06_VAR_03,,DMG_DUST_SPECKS_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_FILM_GRAIN_02,,,,19770821,0b194b6638bc38e15d7992488a19a0b825eac88a71dfd208d07fa040010188c9
263,NRA_0263.png,Token Pawn,Common,B06_VAR_09,,DMG_EDGE_WEAR_01,,,STAMP_CLAIM_CLOSED,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_01,,,,19770821,626ff2ba573b3be08a050018a272c9ce240d78f49c40cbb64f5a180e094b5c68
264,NRA_0264.png,Token Pawn,Common,B06_VAR_03,,DMG_DUST_SPECKS_01,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,fff1dc0ddd5e72b9d557c60da8baf12b4cecf5236cc39bd4be7bb4086b92f740
265,NRA_0265.png,Token Pawn,Common,B02_VAR_06,,DMG_DUST_SPECKS_01,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_DUST_01,,,,19770821,20f0cf4a1096bff087e687c66ebcb7714e0b20eb94259a9b94fcb74bf1ed8f73
266,NRA_0266.png,Token Pawn,Common,B01_VAR_07,,DMG_FOLD_02,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_02,,,,19770821,d5ccf3966cdb85e8a2fe0dbac1350a28099e56f316b910eff8b0e21a2543ae2d
267,NRA_0267.png,Token Pawn,Common,B06_VAR_08,PAT_GOLD_FLECK_01,DMG_EDGE_WEAR_01,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_FILM_GRAIN_02,,,,19770821,0bbf9fce0ed160ee2a941642115331f5d0a4c901ca36128ea63ea61ebfce624c
268,NRA_0268.png,Token Pawn,Common,B06_VAR_08,,DMG_FOLD_02,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_FILM_GRAIN_02,,,,19770821,47fe82eb8bbcbd610a53bcd1757d79ef195cc77d5cf6f208c84887dc960ea41a
269,NRA_0269.png,Token Pawn,Common,B01_VAR_01,,DMG_FOLD_02,,,STAMP_PAWN_HOLD,NOTE_HOLD_TAG,OVERLAY_SCAN_NOISE_02,,,,19770821,51e033dd23d77050683907844980b7151bb91ea9dafc9d873d81352bfe1b7cc6
270,NRA_0270.png,Token Pawn,Common,B01_VAR_01,,DMG_CORNER_CURL_01,,,STAMP_PAWN_HOLD,NOTE_CASE_14,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,9ec229caa1f11953826b2bd7f336870d83d53690c4af57376289e2c844c27ead
271,NRA_0271.png,Token Pawn,Common,B07_VAR_02,,DMG_FOLD_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_DUST_01,,,,19770821,f65a7c2abc2ca498cdef09c0bc26d9e7e5c6c3943b57a5e48e29f86b59c577b3
272,NRA_0272.png,Token Pawn,Common,B05_VAR_05,,DMG_FOLD_01,,,STAMP_UNCLAIMED,NOTE_30_DAYS,OVERLAY_DUST_01,,,,19770821,01472e8d0e7eeda51443597b27f174140ccf7e26a4f32759b9ec2f6b431f70bc
273,NRA_0273.png,Token Pawn,Common,B05_VAR_05,,DMG_DUST_SPECKS_01,,,STAMP_UNCLAIMED,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_02,,,,19770821,24ffb7dc6e0dc664dd2154d46a679fa07b0bebaa338bd3b9ddfc128c7685e2e1
274,NRA_0274.png,Token Pawn,Common,B05_VAR_01,,DMG_EDGE_WEAR_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_DUST_01,,,,19770821,ba6a2b2ca4cae494fb5a1735c2228ba1f4b588ebba6db3b96b4dfd83fbfe7f72
275,NRA_0275.png,Token Pawn,Common,B07_VAR_02,,DMG_FOLD_02,,,STAMP_CLAIM_CLOSED,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_01,,,,19770821,74bc8fa937e314db58a1d24e6aaf46320b10910f5f0f9df9a5b0aea378a330f1
276,NRA_0276.png,Token Pawn,Common,B05_VAR_01,,DMG_DUST_SPECKS_01,,,STAMP_PAWN_HOLD,NOTE_CASE_14,OVERLAY_SCAN_NOISE_01,,,,19770821,5dbc35e8469772d732bab16bc890860e7bbd88480eb4fb1d043be18f43a2f2fe
277,NRA_0277.png,Token Pawn,Common,B02_VAR_06,,DMG_CORNER_CURL_01,,,STAMP_PAWN_HOLD,NOTE_30_DAYS,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,d13dc00a1a04a5af03cc27c01dbf9ff9fcbcf66229f44a9fb8228b9a3f7bb131
278,NRA_0278.png,Token Pawn,Common,B05_VAR_05,,DMG_FOLD_03,,,STAMP_UNCLAIMED,NOTE_CASE_14,OVERLAY_SCAN_NOISE_01,,,,19770821,f1d8759358e07d1656d422d4c32330838126347be3cc3bd4752f1a41dba44567
279,NRA_0279.png,Token Pawn,Common,B03_VAR_04,,DMG_DUST_SPECKS_01,,,STAMP_CLAIM_CLOSED,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,641e41a6161c0c1436dfed704cc56ea24ee552be75c05b75084c2babe6e9a24b
280,NRA_0280.png,Token Pawn,Common,B05_VAR_05,,DMG_DUST_SPECKS_01,,,STAMP_PAWN_HOLD,NOTE_CASE_14,OVERLAY_DUST_01,,,,19770821,5989f06c1f13b56375c897699819253e42fcc0536a61aabaadc89e7f1cb13739
281,NRA_0281.png,Token Pawn,Common,B02_VAR_06,,DMG_FOLD_02,,,STAMP_UNCLAIMED,NOTE_30_DAYS,OVERLAY_DUST_01,,,,19770821,e7bbfa7106d44f585bc235534437397e280505c77cd57377f1fc40661736827b
282,NRA_0282.png,Token Pawn,Common,B02_VAR_06,PAT_GOLD_FLECK_01,DMG_CORNER_CURL_01,,,STAMP_UNCLAIMED,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_02,,,,19770821,76f6979017cffcc1146b7d5fada8338dcb6494e7e128341541dcd5bef1d62e98
283,NRA_0283.png,Token Pawn,Common,B05_VAR_01,,DMG_FOLD_03,,,STAMP_PAWN_HOLD,NOTE_UNCLAIMED,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,58aada9fe9c133af3dfe527aca6533d83973d93e40f5020453d77c554d2e6dcf
284,NRA_0284.png,Token Pawn,Common,B06_VAR_08,,DMG_FOLD_01,,,STAMP_CLAIM_CLOSED,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,3d7d6ff2526e0817dd1b78f6c3b5703780440ce458f7d6d47765dd215c843781
285,NRA_0285.png,Token Pawn,Common,B03_VAR_04,PAT_GOLD_FLECK_01,DMG_FOLD_03,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,01215bd17559ba7bc3051edde166acee0794530b60226f182e73b125366d1b13
286,NRA_0286.png,Token Pawn,Common,B05_VAR_05,,DMG_CORNER_CURL_01,,,STAMP_CLAIM_CLOSED,NOTE_CASE_14,OVERLAY_FILM_GRAIN_02,,,,19770821,10e7a84b237e046f067360e51e2defbba7eb0bc5b1ff13e5182c8d8e0c0e0000
287,NRA_0287.png,Token Pawn,Common,B07_VAR_02,,DMG_DUST_SPECKS_01,,,STAMP_UNCLAIMED,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_01,,,,19770821,a7b7aac636e02d1b8f387650d832b71b65e26efd60ad39c55e3f602c48ad91ef
288,NRA_0288.png,Token Pawn,Common,B06_VAR_03,,DMG_FOLD_01,,,STAMP_UNCLAIMED,NOTE_UNCLAIMED,OVERLAY_FILM_GRAIN_02,,,,19770821,811465003139ed6c0e4ecf1ce7a5ad780c37e004b5d59b0faf61d40f8879b660
289,NRA_0289.png,Token Pawn,Common,B02_VAR_08,,DMG_FOLD_02,,,STAMP_UNCLAIMED,NOTE_CASE_14,OVERLAY_FILM_GRAIN_02,,,,19770821,ab022efbc17b3af242a51a1a4cc1d7334e5a61cdc65d72b3efab3e574121febc
290,NRA_0290.png,Token Pawn,Common,B06_VAR_03,,DMG_EDGE_WEAR_01,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,fa9dc0f593e70a510716cf5c98da50b6927f1967c6697b5e06b8b1b44104f206
291,NRA_0291.png,Token Pawn,Common,B06_VAR_03,,DMG_FOLD_01,,,STAMP_PAWN_HOLD,NOTE_CASE_14,OVERLAY_DUST_01,,,,19770821,7790f409581c9a02e32d2c5d4885a02c46565e3b2d99a6f820e80ef10a1dda82
292,NRA_0292.png,Token Pawn,Common,B03_VAR_04,,DMG_FOLD_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_02,,,,19770821,8b6ce8df86b577086e3f623a0552ef54c72f5151fb1fb8943b64d8a48dcfa7a7
293,NRA_0293.png,Token Pawn,Common,B06_VAR_08,,DMG_CORNER_CURL_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,b699ffa7d77a88137dae72c9aeaf986927b03a8bbb7a5cf21f9d8dba3ee4efd6
294,NRA_0294.png,Token Pawn,Common,B01_VAR_07,,DMG_FOLD_01,,,STAMP_CLAIM_CLOSED,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_01,,,,19770821,7b550dfe1686a60f5d761a3ad50cf9effd8ed637f9bfbd78a89581f1a659da91
295,NRA_0295.png,Token Pawn,Common,B05_VAR_05,,DMG_FOLD_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_DUST_01,,,,19770821,c8c56eb1ec9de61fa05e2fd09785d7e8c385eae7c63719207444c3d95e570aaf
296,NRA_0296.png,Token Pawn,Common,B02_VAR_08,,DMG_FOLD_02,,,STAMP_UNCLAIMED,NOTE_HOLD_TAG,OVERLAY_FILM_GRAIN_02,,,,19770821,27a1619a353c90457b27af5faf3f673c28fa082110ca60893cdc6114e11f807b
297,NRA_0297.png,Token Pawn,Common,B03_VAR_01,,DMG_FOLD_02,,,STAMP_UNCLAIMED,NOTE_HOLD_TAG,OVERLAY_DUST_01,,,,19770821,3aff01085bffb2fa834e31643b4f3fabace92eb51be18692a417472f97329f6d
298,NRA_0298.png,Token Pawn,Common,B06_VAR_08,,DMG_EDGE_WEAR_01,,,STAMP_PAWN_HOLD,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_02,,,,19770821,de9699e004fa46a1a8da1fd1273c9fb176c2e9e0312a66df2ba49ca9f392773e
299,NRA_0299.png,Token Pawn,Common,B06_VAR_05,,DMG_FOLD_02,,,STAMP_PAWN_HOLD,NOTE_UNCLAIMED,OVERLAY_SCAN_NOISE_02,,,,19770821,bbad365625338fd0f7e2722050304367c851edbaa4851576817b77a6ea14bb34
300,NRA_0300.png,Token Pawn,Common,B03_VAR_04,,DMG_FOLD_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_DUST_01,,,,19770821,caba97f7d707fa97c0099f8d48d574f7e99399bd64f2f6f81379d5f2fa4c3a20
301,NRA_0301.png,Token Pawn,Common,B03_VAR_04,,DMG_CORNER_CURL_01,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_01,,,,19770821,4be3d80613bd396d888237330032c2c1d7effda4d21ece040658a5a01cdc2dfc
302,NRA_0302.png,Token Pawn,Common,B02_VAR_08,,DMG_EDGE_WEAR_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_FILM_GRAIN_02,,,,19770821,d1668f7b0a197edc11234b4a6b73d7a7f91d0c16c053c2604c97a610c01d67e6
303,NRA_0303.png,Token Pawn,Common,B06_VAR_03,,DMG_FOLD_02,,,STAMP_UNCLAIMED,NOTE_CASE_14,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,db5a746c9feef711ff57871b58e7e217f3359bc81ae193b1a96ebfbe1e8d1543
304,NRA_0304.png,Token Pawn,Common,B06_VAR_08,,DMG_FOLD_03,,,STAMP_PAWN_HOLD,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_02,,,,19770821,77545d41e6376fd2febbfb4c160491ad33300bb984dc364966adc38ddbca7ce7
305,NRA_0305.png,Token Pawn,Common,B06_VAR_08,,DMG_CORNER_CURL_01,,,STAMP_UNCLAIMED,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_02,,,,19770821,0198157a2393918e2d141af4ab12bf55a53f9cb527b1da50cfce72e8e2908268
306,NRA_0306.png,Token Pawn,Common,B01_VAR_01,,DMG_FOLD_01,,,STAMP_PAWN_HOLD,NOTE_30_DAYS,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,3bda9c9d14c72f83c1447bd6a5069d5ed907d771cea249296d4b2c0cfb5153a3
307,NRA_0307.png,Token Pawn,Common,B02_VAR_06,,DMG_CORNER_CURL_01,,,STAMP_PAWN_HOLD,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_02,,,,19770821,d9af3e19313b45018d1f56f4e7e874a564d4c6be5eee16a5f611559d7f9296a6
308,NRA_0308.png,Token Pawn,Common,B02_VAR_08,,DMG_FOLD_01,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,980588c26bfd1f5d30e6cbdf06ba9229fbee7b9f6dac942ff9866b9f2621c4c2
309,NRA_0309.png,Token Pawn,Common,B06_VAR_05,,DMG_FOLD_03,,,STAMP_PAWN_HOLD,NOTE_UNCLAIMED,OVERLAY_FILM_GRAIN_02,,,,19770821,79cb02e2649cb463a8c81ae7a1e0d649317a4d303b07f566c26c5848cff41557
310,NRA_0310.png,Token Pawn,Common,B05_VAR_01,,DMG_FOLD_02,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,346802f49b0e18705708ac1752cdff78ba1e0c2b1f78dbeeee1f372dc230cb0c
311,NRA_0311.png,Token Pawn,Common,B06_VAR_05,,DMG_DUST_SPECKS_01,,,STAMP_UNCLAIMED,NOTE_UNCLAIMED,OVERLAY_SCAN_NOISE_02,,,,19770821,a1931e419dff10a516bac534fa7cb5f39479063a892ba18f7f6a50d64cf793a7
312,NRA_0312.png,Token Pawn,Common,B03_VAR_04,,DMG_EDGE_WEAR_01,,,STAMP_CLAIM_CLOSED,NOTE_CASE_14,OVERLAY_SCAN_NOISE_01,,,,19770821,792ee8409819e96477402b8e5d40262ff2cba229ed27b75185bad5dcfda1fbba
313,NRA_0313.png,Token Pawn,Common,B06_VAR_08,,DMG_CORNER_CURL_01,,,STAMP_CLAIM_CLOSED,NOTE_30_DAYS,OVERLAY_DUST_02,,,,19770821,917799201507fdbb722d942563a662f0a328d769259f8d2f867303805ba87a61
314,NRA_0314.png,Token Pawn,Common,B06_VAR_08,,DMG_FOLD_02,,,STAMP_CLAIM_CLOSED,NOTE_CLAIM_BY_5,OVERLAY_FILM_GRAIN_02,,,,19770821,e5a8ec01ad9c05703c01e000748f207c4e423c5788c5ab9cfbf5496ba11601bf
315,NRA_0315.png,Token Pawn,Common,B06_VAR_05,,DMG_EDGE_WEAR_01,,,STAMP_UNCLAIMED,NOTE_UNCLAIMED,OVERLAY_DUST_01,,,,19770821,f5dd37da9f48754c7565ba3914ed1b68b77d0e2a53307e8973bba261e4898b36
316,NRA_0316.png,Token Pawn,Common,B06_VAR_05,,DMG_DUST_SPECKS_01,,,STAMP_CLAIM_CLOSED,NOTE_CASE_14,OVERLAY_SCAN_NOISE_01,,,,19770821,c239927066de407123791172482f6a927969583402dad9d6889c8dc0044b6812
317,NRA_0317.png,Token Pawn,Common,B02_VAR_06,,DMG_CORNER_CURL_01,,,STAMP_UNCLAIMED,NOTE_UNCLAIMED,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,ad4e8093afe8b008d06f82fdf6d3fc641aeff4202b606019a931c6703b720672
318,NRA_0318.png,Token Pawn,Common,B02_VAR_06,,DMG_DUST_SPECKS_01,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_01,,,,19770821,483e6cc2e3e553627dafb72a450e99d6a0e0975e57ffa005b2570f51c80bc20a
319,NRA_0319.png,Token Pawn,Common,B03_VAR_04,,DMG_CORNER_CURL_01,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_FILM_GRAIN_02,,,,19770821,fcdf3ef65743867ae126daac3aa4762bedb5dd82b597135aac4dff82cbff1a16
320,NRA_0320.png,Token Pawn,Common,B01_VAR_01,PAT_GOLD_FLECK_01,DMG_FOLD_02,,,STAMP_PAWN_HOLD,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_01,,,,19770821,14e4730794014c5c1924bd150142b4a6d25148e614c8513f6a1ffd2221f07624
321,NRA_0321.png,Token Pawn,Common,B06_VAR_03,,DMG_EDGE_WEAR_01,,,STAMP_CLAIM_CLOSED,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_01,,,,19770821,a9e2741bab59328cc0e7d888584de6b86997e26cca8e7cbe61f2b6c0b47dd542
322,NRA_0322.png,Token Pawn,Common,B06_VAR_05,PAT_GOLD_FLECK_01,DMG_CORNER_CURL_01,,,STAMP_UNCLAIMED,NOTE_UNCLAIMED,OVERLAY_SCAN_NOISE_01,,,,19770821,6cd4e1d68a2c301b52388ada62590abc08c5494e88489b9705b448032d6bef7f
323,NRA_0323.png,Token Pawn,Common,B06_VAR_03,PAT_GOLD_FLECK_01,DMG_CORNER_CURL_01,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_01,,,,19770821,1f2e078e0d48ac00dd6d5b35fee68c1bf12d947e09ca32739574b2d68ca59126
324,NRA_0324.png,Token Pawn,Common,B06_VAR_03,,DMG_DUST_SPECKS_01,,,STAMP_PAWN_HOLD,NOTE_30_DAYS,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,d4d2d4eba3ebc0a8ce1878e99bf973f75f4445ed1b8a1ff5491dd90b399a63fb
325,NRA_0325.png,Token Pawn,Common,B02_VAR_08,,DMG_CORNER_CURL_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_02,,,,19770821,806df64de1e88ff186a0c83b43db4309a51c1e480a3b37417c88fe5278dabeab
326,NRA_0326.png,Token Pawn,Common,B05_VAR_05,,DMG_EDGE_WEAR_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,fd68e976f3b6699ffb23cbc82d2d04b5d9769d84e6c0711abe6788645b35b021
327,NRA_0327.png,Token Pawn,Common,B05_VAR_01,,DMG_CORNER_CURL_01,,,STAMP_PAWN_HOLD,NOTE_UNCLAIMED,OVERLAY_SCAN_NOISE_01,,,,19770821,53c264db74da08581c1aac36ba05a9aaa265eb1931b92daaad3c23778fb22b70
328,NRA_0328.png,Token Pawn,Common,B05_VAR_05,,DMG_DUST_SPECKS_01,,,STAMP_CLAIM_CLOSED,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_01,,,,19770821,93ceae44ddf46b783b74504fe711a647b1743000f8386d72051f9e81d1b66952
329,NRA_0329.png,Token Pawn,Common,B05_VAR_01,,DMG_FOLD_02,,,STAMP_UNCLAIMED,NOTE_30_DAYS,OVERLAY_DUST_01,,,,19770821,653effaa97f307b5cb0bd9c338bd7054417295f8158662c42ca46691f3c8ecbd
330,NRA_0330.png,Token Pawn,Common,B02_VAR_06,,DMG_FOLD_02,,,STAMP_PAWN_HOLD,NOTE_UNCLAIMED,OVERLAY_DUST_01,,,,19770821,516a8c63cab3b186539c0c9b49b7156502c366a728bfb868543bced57dd68c60
331,NRA_0331.png,Token Pawn,Common,B01_VAR_01,,DMG_CORNER_CURL_01,,,STAMP_PAWN_HOLD,NOTE_CLAIM_BY_5,OVERLAY_DUST_01,,,,19770821,af66c585ad6bc4cd1ee74a6e576bbd1eb361bc4af988f778f7ca1bb7d02f0381
332,NRA_0332.png,Token Pawn,Common,B07_VAR_02,,DMG_FOLD_02,,,STAMP_CLAIM_CLOSED,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_01,,,,19770821,f54da96ce9558b917622ba228bed39bf4be4336febf7d47f737c550353d68294
333,NRA_0333.png,Token Pawn,Common,B06_VAR_05,,DMG_FOLD_02,,,STAMP_UNCLAIMED,NOTE_CASE_14,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,87699f5b4439335ffd63fb0df77264fcabcaa1b2904e5623af2f8e4db38c1d6b
334,NRA_0334.png,Token Pawn,Uncommon,B05_VAR_05,,DMG_FOLD_01,,,STAMP_PAWN_HOLD,NOTE_CASE_14,OVERLAY_SCAN_NOISE_02,,,,19770821,e4dbb16fd632824623d8edfe97f5cfe36d61db1ec469975daa1fc000c708fcaa
335,NRA_0335.png,Token Pawn,Uncommon,B02_VAR_06,,DMG_CORNER_CURL_01,,,STAMP_CLAIM_CLOSED,NOTE_30_DAYS,OVERLAY_SCAN_NOISE_01,,,,19770821,a3fd495f72b83635fd39f08f29615856af7504fe79195b052d68b02e6a838951
336,NRA_0336.png,Token Pawn,Uncommon,B03_VAR_06,,DMG_FOLD_02,,,STAMP_UNCLAIMED,NOTE_UNCLAIMED,OVERLAY_SCAN_NOISE_01,,,,19770821,1a925b4b0fcf741c55b55c4a6d36b2022f5be8b85a4afd2f2c48035ae391537a
337,NRA_0337.png,Token Pawn,Uncommon,B07_VAR_02,,DMG_EDGE_WEAR_01,,,STAMP_UNCLAIMED,NOTE_CASE_14,OVERLAY_SCAN_NOISE_02,,,,19770821,c636e227072a1308a7cd94b8392c15f82cdb6ccf516624d56910cade249ea1b7
338,NRA_0338.png,Token Pawn,Uncommon,B06_VAR_05,,DMG_FOLD_01,,,STAMP_UNCLAIMED,NOTE_CASE_14,OVERLAY_FILM_GRAIN_02,,,,19770821,956b49b1940ceb01ec9500133615aabb4cd34daf24ac9c818f28cdb5d9349f61
339,NRA_0339.png,Token Pawn,Uncommon,B06_VAR_03,,DMG_CORNER_CURL_01,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_DUST_01,,,,19770821,a88bed4f35c8d8d16f4d022d16862f2c8c94b23e90bc9c5bf209b14b4e058a79
340,NRA_0340.png,Token Pawn,Uncommon,B05_VAR_05,,DMG_EDGE_WEAR_01,,,STAMP_CLAIM_CLOSED,NOTE_CLAIM_BY_5,OVERLAY_ARCHIVE_YELLOWING_01,,,,19770821,37aff51ce16e4ed5e9bf723bb464e484e5b9242d096f89ecae6870836cc0ef82
341,NRA_0341.png,Token Pawn,Uncommon,B06_VAR_08,,DMG_EDGE_WEAR_01,,,STAMP_PAWN_HOLD,NOTE_UNCLAIMED,OVERLAY_DUST_01,,,,19770821,cd293c0df7ccc0c6cdee9e563bf0d36e593c70703f55fc3a820d8ff740e3aa9e
342,NRA_0342.png,Token Pawn,Uncommon,B03_VAR_04,,DMG_EDGE_WEAR_01,,,STAMP_CLAIM_CLOSED,NOTE_CASE_14,OVERLAY_SCAN_NOISE_01,,,,19770821,fdefd090f6f92bd4e474c5743f70d17b1018ca39d262d5b4ec3d75e42c022f7c
343,NRA_0343.png,Token Pawn,Uncommon,B05_VAR_05,,DMG_FOLD_03,,,STAMP_PAWN_HOLD,NOTE_30_DAYS,OVERLAY_DUST_01,,,,19770821,564ff81fc9876aa26b1db39aaec53c2132c6190b3b6b861f085babbaf06b6fb9
344,NRA_0344.png,Token Pawn,Uncommon,B05_VAR_01,,DMG_FOLD_03,,,STAMP_UNCLAIMED,NOTE_CLAIM_BY_5,OVERLAY_SCAN_NOISE_01,,,,19770821,0ee430cb78c07875c5f7a1a639397a5a389ba37ad1bd8330a1741c7d32148ba8
345,NRA_0345.png,Token Pawn,Uncommon,B06_VAR_08,,DMG_FOLD_01,,,STAMP_UNCLAIMED,NOTE_30_DAYS,OVERLAY_DUST_01,,,,19770821,bb89ec11ec1f85975cc6b9bec15ecf7baa57d8bce61245142868731cc27e34cb
